Action,Keyword ID,Keyword,Match Type,Status,Bid,Campaign ID,Ad Group ID
N/A,2204683685,breath,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683684,hands up,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683683,all apps,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683682,sleep help,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683681,mind shift,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683680,habits tracker,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683679,free mental health apps,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683678,streaks habit tracker,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683677,habit app,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683676,slowdive,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683675,reset,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683674,phone apps,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683673,self help,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683672,breathe,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683671,loop habit tracker,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683670,habitshare,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683669,unwind,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683668,depression,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683667,sleep hypnosis,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683666,think up,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683665,heads,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683664,balance app,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683663,relaxation,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683662,anxiety,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683661,mind,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683660,fabulous daily habit tracker,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683659,insomnia,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683658,daily goals,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683657,habit list,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683656,daily routine,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683655,avrora,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683654,ahead,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683653,reroll,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683652,cbti,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683651,better health,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683650,freeup,BROAD,ACTIVE,207.0,2143222383,2144941227
N/A,2204683649,free up,BROAD,ACTIVE,207.0,2143222383,2144941227
